x1,x2,x3,x4,x5,x6,x7,x8
5.7,136438.0,20.74,1.1376564277588264,2.1,,,
5.7,136177.0,24.42,1.4755959137344066,2.7,3349.2505,3347.4592026988453,2.2
5.9,136126.0,26.27,1.6393442622950838,2.8,,,
5.8,136539.0,27.02,1.1817670230725996,2.7,,,
5.8,136415.0,25.52,1.0674157303370846,2.7,3369.538,3378.053854521825,2.35
5.8,136413.0,26.94,1.4647887323943731,2.6,,,
5.7,136705.0,28.38,1.8028169014084439,2.6,,,
5.7,137302.0,29.67,1.5143017386427315,2.5,3384.518,3396.4505744336843,2.29
5.7,137008.0,28.85,2.025886325267323,2.5,,,
5.9,136521.0,26.27,2.19842164599775,2.4,,,
6.0,136426.0,29.42,2.376910016977929,2.5,3389.758,3412.140640215288,2.19
5.8,137417.0,32.94,2.5974025974025983,2.5,,,
5.9,137482.0,35.87,2.9808773903261976,2.7,,,
5.9,137434.0,33.55,3.0201342281878985,3.1,3408.56325,3418.4633371910063,2.13
6.0,137633.0,28.25,2.2246941045606317,2.4,,,
6.1,137544.0,28.14,2.057842046718572,2.0,,,
6.3,137790.0,30.72,2.1122846025569686,2.1,3437.88575,3438.7069079219,2.09
6.2,137474.0,30.76,2.1099389228206533,1.7,,,
6.1,137549.0,31.59,2.158273381294973,2.5,,,
6.1,137609.0,28.29,2.3204419889502725,2.8,3496.26825,3470.459589211731,1.82
6.0,137984.0,30.33,2.0408163265306145,2.6,,,
5.8,138424.0,31.09,1.7650303364588948,2.7,,,
5.7,138411.0,32.15,1.8794914317302513,2.6,3536.41125,3529.6356424798037,2.13
5.7,138472.0,34.27,1.9262520638414937,2.7,,,
5.6,138542.0,34.74,1.6930638995084513,2.6,,,
5.8,138453.0,36.76,1.7372421281216077,2.9,3555.28675,3571.6642743727875,1.63
5.6,138680.0,36.69,2.285092491838947,3.2,,,
5.6,138852.0,40.28,3.051771117166213,3.3,,,
5.6,139174.0,38.02,3.2661948829613596,3.3,3582.38075,3590.59503620994,2.13
5.5,139556.0,40.69,2.9907558455682492,3.0,,,
5.4,139573.0,44.94,2.654387865655483,2.8,,,
5.4,139487.0,45.95,2.5377969762419017,2.8,3616.246,3615.539508203795,2.3
5.5,139732.0,53.13,3.189189189189201,3.1,,,
5.4,140231.0,48.46,3.5230352303523116,2.8,,,
5.4,140125.0,43.33,3.255561584373301,3.0,3652.469,3646.9840809150305,2.26
5.3,140245.0,46.84,2.969762419006483,2.9,,,
5.4,140385.0,47.97,3.0075187969925032,2.9,,,2.25
5.2,140654.0,54.31,3.1483457844183604,3.2,3692.9005,,
5.2,141254.0,53.04,3.5106382978723483,3.3,,,
5.1,141609.0,49.83,2.8027498677948293,3.2,,,2.38
5.0,141714.0,56.26,2.530311017395892,3.2,3709.9455,,
5.0,142026.0,58.7,3.167898627243937,3.0,,,
4.9,142434.0,64.97,3.641160949868083,3.1,,,2.44
5.0,142401.0,65.57,4.686677198525535,4.3,3743.0135,,
5.0,142548.0,62.37,4.347826086956519,4.6,,,
5.0,142499.0,58.3,3.4554973821989465,3.3,,,2.39
4.9,142752.0,59.43,3.4156594850236477,3.1,3766.64925,,
4.7,143150.0,65.51,3.9853172522286373,3.0,,,
4.8,143457.0,61.63,3.59749739311781,3.0,,,2.43
4.7,143741.0,62.9,3.3626487325400856,3.0,3816.7565,,
4.7,143761.0,69.69,3.5457348406988665,3.3,,,
4.6,144089.0,70.94,4.166666666666674,4.0,,,2.39
4.6,144353.0,70.96,4.318766066838053,3.3,3825.67625,,
4.7,144202.0,74.41,4.145342886386905,3.2,,,
4.7,144625.0,73.05,3.8187372708757605,3.8,,,2.63
4.5,144815.0,63.87,2.062374245472842,3.1,3831.592,,
4.4,145314.0,58.88,1.3052208835341528,3.1,,,
4.5,145534.0,59.37,1.9736842105263275,3.0,,,2.62
4.4,145970.0,62.03,2.5406504065040636,2.9,3864.232,,
4.6,146028.0,54.57,2.0756429652042385,3.0,,,
4.5,146057.0,59.26,2.415198792148976,3.0,,,2.46
4.4,146320.0,60.56,2.7787787787787677,3.0,3873.332,,
4.5,145586.0,63.97,2.5736972704714756,3.3,,,
4.4,145903.0,63.46,2.6908641975308623,3.3,,,2.43
4.6,146063.0,67.48,2.687037949728932,3.4,3895.52125,,
4.7,145905.0,74.18,2.3582309582309557,3.4,,,
4.6,145682.0,72.39,1.9700833742030355,3.2,,,2.23
4.7,146244.0,79.93,2.755051749630355,3.1,3916.6845,,
4.7,145946.0,86.2,3.5361744301288356,3.1,,,
4.7,146595.0,94.62,4.306203473945414,3.4,,,2.44
5.0,146273.0,91.73,4.081268582755193,3.4,3940.49175,,
5.0,146378.0,92.95,4.280294047901356,3.4,,,
4.9,146156.0,95.35,4.026555413048727,3.6,,,2.38
5.1,146086.0,105.56,3.981456231251701,4.3,3917.84575,,
5.0,146132.0,112.57,3.9368897748275122,4.8,,,
5.4,145908.0,125.39,4.17554304180352,5.2,,,2.67
5.6,145737.0,133.93,5.0217900476117405,5.1,3938.077,,
5.8,145532.0,133.44,5.6001229002539565,5.1,,,
6.1,145203.0,116.61,5.371855115262347,4.8,,,2.52
6.1,145076.0,103.9,4.936927430572191,4.3,3916.758,,
6.5,144802.0,76.65,3.655186277137501,3.9,,,
6.8,144100.0,57.44,1.0695746918073956,2.9,,,1.76
7.3,143369.0,41.02,0.09141290064560437,1.7,3832.00675,,
7.8,142152.0,41.74,0.02984650369528552,2.2,,,
8.3,141640.0,39.16,0.2361910880378737,1.9,,,1.56
8.7,140707.0,47.98,-0.3835562549173832,2.0,3788.985,,
9.0,140656.0,49.79,-0.7368857152167174,2.8,,,
9.4,140248.0,59.16,-1.2814357989586078,2.8,,,1.71
9.5,140009.0,69.68,-1.4267760436898702,3.1,3783.52925,,
9.5,139901.0,64.09,-2.097161353676058,2.9,,,
9.6,139492.0,71.06,-1.4843486119606064,2.8,,,1.8
9.8,138818.0,69.46,-1.2862059666427395,2.2,3797.3055,,
10.0,138432.0,75.82,-0.1828482774861251,2.9,,,
9.9,138659.0,78.08,1.8382958691302909,2.7,,,1.63
9.9,138013.0,74.3,2.721331126205828,2.5,3839.0145,,
9.8,138438.0,78.22,2.6257086429576137,2.8,,,
9.8,138581.0,76.42,2.143331778145363,2.7,,,1.79
9.9,138751.0,81.24,2.3139594469439473,2.7,3853.78625,,
9.9,139297.0,84.48,2.2364471956480836,2.9,,,
9.6,139241.0,73.84,2.0209860840939786,3.2,,,1.88
9.4,139141.0,75.35,1.053348972845658,2.8,3889.31925,,
9.4,139179.0,76.37,1.2351927783014638,2.7,,,
9.5,139438.0,76.82,1.1481045618392027,2.7,,,1.72
9.5,139396.0,75.31,1.143682658159273,2.2,3917.99175,,
9.4,139119.0,81.9,1.1721876055269531,2.7,,,
9.8,139044.0,84.14,1.1431609115702734,3.0,,,1.61
9.3,139301.0,89.04,1.4957235273143077,3.0,3937.65625,,
9.1,139250.0,89.42,1.631846857448771,3.4,,,
9.0,139394.0,89.58,2.1075846286581656,3.4,,,1.72
9.0,139639.0,102.94,2.6816032642408505,4.6,3928.1885,,
9.1,139586.0,110.04,3.1636308592764673,4.6,,,
9.0,139624.0,101.33,3.568645784634561,4.1,,,2.13
9.1,139384.0,96.29,3.558828252242341,3.8,3956.274,,
9.0,139524.0,97.19,3.6287159822210757,3.4,,,
9.0,139942.0,86.33,3.7712081791197782,3.5,,,2.01
9.0,140183.0,85.61,3.868356841040299,3.3,3955.175,,
8.8,140368.0,86.41,3.5251999213574026,3.2,,,
8.6,140826.0,97.21,3.3943775908008567,3.2,,,1.97
8.5,140902.0,98.57,2.9624188448710953,3.1,4001.02675,,
8.3,141584.0,100.24,2.9252167121508466,3.3,,,
8.3,141858.0,102.25,2.871098780438208,3.3,,,2.08
8.2,142036.0,106.19,2.651398193021781,3.9,4032.3545,,
8.2,141899.0,103.33,2.3027398112989372,3.2,,,
8.2,142206.0,94.7,1.704253774937592,3.0,,,2.18
8.2,142391.0,82.41,1.6639937622385137,3.1,4049.70175,,
8.2,142292.0,87.93,1.4084507042253502,3.0,,,
8.1,142291.0,94.16,1.692378997550148,3.6,,,2.11
7.8,143044.0,94.72,1.9912820806649911,3.3,4055.16675,,
7.8,143431.0,89.57,2.1623435988711304,3.1,,,
7.7,143333.0,86.66,1.764133846085847,3.1,,,2.19
7.9,143330.0,88.25,1.741022368747558,3.2,4059.7845,,
8.0,143292.0,94.69,1.5948646681225531,3.3,,,
7.7,143362.0,95.32,1.9779235097490577,3.3,,,2.1
7.5,143316.0,92.96,1.4738962125967703,3.2,4095.741,,
7.6,143635.0,92.07,1.063085381489448,3.1,,,
7.5,143882.0,94.8,1.3619650588516885,3.1,,,2.04
7.5,143999.0,95.8,1.7544165453768912,3.0,4100.795,,
7.3,144264.0,104.7,1.9606816118443948,3.1,,,
7.2,144326.0,106.56,1.518367559543199,3.0,,,1.86
7.2,144418.0,106.29,1.184925261552161,3.3,4132.92125,,
7.2,143537.0,100.54,0.9636127046434018,3.0,,,
6.9,144479.0,93.86,1.2370722045339066,2.9,,,1.98
6.7,144778.0,97.68,1.501735619618394,3.0,4165.91225,,
6.6,145150.0,94.62,1.5789473684210575,3.1,,,
6.7,145134.0,100.82,1.1263492501055294,3.2,,,1.89
6.7,145648.0,100.8,1.51220287576308,3.2,4154.135,,
6.2,145667.0,102.07,1.9528578985167577,3.2,,,
6.3,145825.0,102.18,2.1271115499366777,3.3,,,1.96
6.1,146247.0,105.79,2.0723413731670526,3.1,4210.36875,,
6.2,146399.0,103.59,1.9923286357643066,3.3,,,
6.1,146530.0,96.54,1.6996113341628316,3.2,,,2.1
5.9,146778.0,93.21,1.657918675715031,3.0,4261.7745,,
5.7,147427.0,84.4,1.664340215632043,2.9,,,
5.8,147404.0,75.79,1.3223551823708934,2.8,,,1.92
5.6,147615.0,59.29,0.7564932696557447,2.8,4285.7595,,
5.7,148145.0,47.52,-0.08934831306964819,2.5,,,
5.5,148045.0,50.58,-0.025129801815304553,2.8,,,1.89
5.4,148128.0,47.82,-0.07363739086643228,3.0,4319.395,,
5.4,148511.0,54.45,-0.1995174461766891,2.6,,,
5.6,148817.0,59.27,-0.039932744850779134,2.8,,,1.97
5.3,148816.0,59.85,0.12377120368545214,2.7,4351.41725,,
5.2,148830.0,50.91,0.1695697796432194,2.8,,,
5.1,149181.0,42.87,0.1950792930057288,2.8,,,2.04
5.0,148826.0,45.48,-0.03612974780596856,2.8,4365.8055,,
5.0,149246.0,46.23,0.17057443573555986,2.7,,,
5.1,149463.0,42.65,0.5017975786678841,2.7,,,2.04
5.0,150128.0,37.19,0.7295197860415881,2.6,4367.2255,,
4.9,150621.0,31.67,1.3730868138309926,2.5,,,
4.9,150908.0,30.6,1.0177997801654737,2.5,,,1.98
5.0,151157.0,37.8,0.8525362211427412,2.7,4389.20975,,
5.0,151006.0,40.76,1.125110418894426,2.8,,,
4.8,151119.0,46.76,1.019322554193569,2.4,,,2.06
4.9,151187.0,48.8,0.9973264945230875,2.6,4409.85425,,
4.8,151465.0,44.69,0.8271388704987004,2.7,,,
4.9,151770.0,44.76,1.0628745027610353,2.5,,,2.23
5.0,151850.0,45.22,1.4637836474815646,2.4,4433.7685,,
4.9,151907.0,49.81,1.6359875209176034,2.4,,,
4.7,152063.0,45.73,1.6925371625037933,2.4,,,2.2
4.7,152216.0,52.06,2.074622132966919,2.2,4456.05775,,
4.7,152129.0,52.56,2.5000422090529995,2.6,,,
4.6,152368.0,53.46,2.7379581714893186,2.7,,,2.36
4.4,152978.0,49.48,2.3806124334402767,2.5,4481.314,,
4.4,153224.0,51.08,2.199689878417299,2.5,,,
4.4,153001.0,48.51,1.8748777208413614,2.6,,,2.28
4.3,153299.0,45.19,1.633487955256463,2.6,4505.262,,
4.3,153471.0,46.61,1.727978456372492,2.6,,,
4.4,153593.0,48.05,1.9389742120581754,2.6,,,2.21
4.2,154371.0,49.83,2.2329638650032235,2.7,4540.8895,,
4.1,153779.0,51.6,2.0411287019761692,2.4,,,
4.2,153813.0,56.66,2.202582938683184,2.5,,,2.09
4.1,153977.0,57.9,2.1090824745684245,2.7,4580.616,,
4.1,154486.0,63.66,2.0705076202751638,2.7,,,
4.1,155142.0,62.21,2.2117954212386604,2.7,,,2.21
4.0,155191.0,62.76,2.3597114039729084,2.8,4609.5635,,
4.0,155324.0,66.26,2.462743943334811,2.7,,,
3.8,155665.0,69.99,2.8010117148075553,2.8,,,2.26
4.0,155750.0,67.33,2.87154783531669,3.0,4649.53375,,
3.8,155993.0,70.97,2.9495150866471143,2.9,,,
3.8,155601.0,67.99,2.6991801041874375,3.0,,,2.26
3.7,156032.0,70.2,2.2769721941990007,2.7,4683.18,,
3.8,156482.0,70.76,2.5224699286070296,2.9,,,
3.7,156628.0,57.0,2.176601032152403,2.8,,,2.37
3.9,156825.0,48.95,1.9101588486313714,2.7,4695.887,,
4.0,156627.0,51.45,1.5512351381991252,2.7,,,
3.8,156866.0,54.96,1.520135265933309,2.6,,,
3.8,156741.0,58.14,1.8625227405691724,2.5,4731.82025,4721.978378851437,2.27
3.6,156696.0,63.86,1.9964397755302565,2.5,,,
3.6,156844.0,60.85,1.7902284687663972,2.9,,,2.09
3.7,157148.0,54.65,1.6484846560762545,2.7,4755.465,,
3.7,157346.0,57.44,1.8114648063935146,2.6,,,
3.7,157895.0,54.82,1.7497798894291483,2.7,,,2.04
3.5,158298.0,56.96,1.7113045131695204,2.8,4780.278,,
3.6,158544.0,,1.7640429444213845,2.5,,,
3.5,158536.0,,2.0512779818916194,2.5,,,
3.5,158803.0,,2.2851297401217163,2.3,4805.4925,,
3.6,158714.0,,2.4865719552504606,2.5,,,
3.5,158759.0,,2.3348735639459495,2.4,,,
4.4,155772.0,,1.5393269919198094,2.2,4744.34075,,
14.7,133403.0,,0.3290966863368272,2.1,,,
13.3,137242.0,,0.11792637021070806,3.2,,,
11.1,142182.0,,0.6457330475554857,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
